y_actual,y_pred,y_prob,top_3_features
0,0,0.013463644,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
0,0,0.012322217,"['Status_Scores', 'Auto_Renewal_Score', 'Discount_Amount']"
1,1,0.9377773,"['Status_Scores', 'Payment_Timeframe', 'stage_high_risk_flag']"
0,0,0.005401705,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0023895167,"['Status_Scores', 'Sustainability_Score', 'Band_Band D']"
0,0,0.008309426,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.9653545,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,1,0.8294013,"['Status_Scores', 'Discount_Amount', 'Payment_Timeframe']"
0,0,0.016397925,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
0,0,0.0695602,"['Status_Scores', 'Auto_Renewal_Score', 'Discount_Amount']"
1,1,0.95125276,"['Status_Scores', 'Payment_Timeframe', 'stage_high_risk_flag']"
0,0,0.49631906,"['Status_Scores', 'Payment_Timeframe', 'Band_Band D']"
0,0,0.053792633,"['Status_Scores', 'Auto_Renewal_Score', 'Band_Band B']"
0,0,0.009019602,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.82688266,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
0,0,0.020619163,"['Status_Scores', 'Auto_Renewal_Score', 'Payment_Timeframe']"
0,0,0.000986634,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.009412679,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0028630567,"['Sustainability_Score', 'Status_Scores', 'Auto_Renewal_Score']"
0,0,0.048290152,"['Status_Scores', 'Band_Band E', 'Total_Net_Paid']"
0,0,0.074485466,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.21231942,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
0,0,0.0008234501,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.43766838,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.0069870017,"['Status_Scores', 'Band_Band E', 'Auto_Renewal_Score']"
1,1,0.99957615,"['Discount_Amount', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.0017130612,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.104282215,"['Tenure_Years', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.018492138,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
1,1,0.96372837,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,0,0.0043380302,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0008842777,"['Status_Scores', 'Band_Band D', 'Auto_Renewal_Score']"
0,0,0.001986403,"['Status_Scores', 'Payment_Timeframe', 'Band_Band D']"
0,0,0.0030803196,"['Status_Scores', 'Sustainability_Score', 'Discount_Amount']"
0,0,0.033719756,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0052099265,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0050865216,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.004823066,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0022742525,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0038476961,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,0,0.0023775243,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0073861023,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0003844768,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0004345872,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0071879094,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0026703214,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0036927548,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.02700414,"['Status_Scores', 'Auto_Renewal_Score', 'Sustainability_Score']"
0,0,0.1541161,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.074487075,"['Status_Scores', 'Total_Net_Paid', 'Connection_Group_10+']"
0,0,0.0058443584,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
1,1,0.9672057,"['Tenure_Years', 'Status_Scores', 'Payment_Timeframe']"
1,1,0.99848795,"['Discount_Amount', 'Payment_Timeframe', 'Status_Scores']"
0,0,0.0013019503,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
1,1,0.99244267,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Years']"
0,0,0.0014507371,"['Status_Scores', 'Sustainability_Score', 'Band_Band F2']"
1,1,0.99959093,"['Discount_Amount', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.002238459,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.9412322,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.1041034,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.13634372,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Group_3']"
0,0,0.004851739,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.010545622,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.07679698,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.036320485,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0026668594,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.0062267077,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.003052578,"['Status_Scores', 'Sustainability_Score', 'Band_Band F']"
0,0,0.0041174246,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0010019538,"['Status_Scores', 'Sustainability_Score', 'Band_Band D']"
0,0,0.0066308687,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.0062205084,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.12935324,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
0,0,0.004197438,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.02048469,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.009286705,"['Status_Scores', 'Sustainability_Score', 'Band_Band D']"
0,0,0.023708273,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0776738,"['Status_Scores', 'Auto_Renewal_Score', 'Sustainability_Score']"
1,1,0.9989753,"['Discount_Amount', 'Payment_Timeframe', 'Status_Scores']"
0,0,0.0029745023,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.008379792,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.0050149886,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.99749374,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
1,1,0.9941758,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,0,0.0046525565,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0016690006,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.00015820118,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,0,0.012143068,"['Payment_Timeframe', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.002092714,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0025543848,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.00061662414,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0016380114,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.053550523,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,0,0.01152602,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,1,0.9786968,"['Status_Scores', 'Payment_Timeframe', 'Auto_Renewal_Score']"
0,0,0.02202058,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
1,1,0.9725514,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.5457805,"['Total_Net_Paid', 'Status_Scores', 'Payment_Timeframe']"
1,1,0.98771197,"['Status_Scores', 'Total_Net_Paid', 'Band_Band C1']"
0,0,0.00338438,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
1,1,0.97873324,"['Status_Scores', 'Payment_Timeframe', 'Auto_Renewal_Score']"
0,0,0.5660767,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
1,1,0.9751541,"['Status_Scores', 'Payment_Timeframe', 'Auto_Renewal_Score']"
0,0,0.004731822,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,1,0.9854087,"['Status_Scores', 'Payment_Timeframe', 'Auto_Renewal_Score']"
0,0,0.0079959445,"['Status_Scores', 'Auto_Renewal_Score', 'Sustainability_Score']"
0,0,0.011521995,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.00034419037,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.021736756,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
1,0,0.6636204,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.19809091,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,0,0.003482726,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0087213265,"['Status_Scores', 'Auto_Renewal_Score', 'Discount_Amount']"
0,0,0.0056743477,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.9894834,"['Status_Scores', 'Payment_Timeframe', 'Band_Band B']"
0,0,0.05535749,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.00954279,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.0675569,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0036376715,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.02236044,"['Status_Scores', 'Auto_Renewal_Score', 'Payment_Timeframe']"
0,0,0.37087435,"['Status_Scores', 'Payment_Timeframe', 'Auto_Renewal_Score']"
0,0,0.016237425,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.0046399054,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.002898715,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0302686,"['Status_Scores', 'Auto_Renewal_Score', 'Discount_Amount']"
0,0,0.022704776,"['Status_Scores', 'Auto_Renewal_Score', 'Tenure_Years']"
0,0,0.0064878855,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0070569185,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.023410104,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0022575574,"['Sustainability_Score', 'Status_Scores', 'Auto_Renewal_Score']"
0,0,0.0020347259,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.06374173,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.05501934,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Years']"
0,0,0.015862368,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
0,0,0.021240868,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.16676803,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.76008224,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.00054063887,"['Status_Scores', 'Sustainability_Score', 'Band_Band F2']"
1,1,0.9957125,"['Discount_Amount', 'Status_Scores', 'Band_Band F1']"
0,0,0.0018951154,"['Sustainability_Score', 'Status_Scores', 'Auto_Renewal_Score']"
0,0,0.0078116897,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0010938763,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.022392793,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
1,1,0.97196215,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.004199559,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.026619114,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.039635807,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
0,0,0.0032883768,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0079531185,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.026927782,"['Status_Scores', 'Auto_Renewal_Score', 'Payment_Timeframe']"
0,0,0.0009925172,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.00106285,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0047064824,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0037191848,"['Status_Scores', 'Sustainability_Score', 'Band_Band D']"
0,0,0.0015812779,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0025548646,"['Status_Scores', 'Auto_Renewal_Score', 'Tenure_Years']"
0,0,0.0013500995,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.011834392,"['Status_Scores', 'Auto_Renewal_Score', 'Sustainability_Score']"
0,0,0.46379092,"['Status_Scores', 'Payment_Timeframe', 'Auto_Renewal_Score']"
0,0,0.0031501513,"['Status_Scores', 'Sustainability_Score', 'Discount_Amount']"
0,0,0.037388757,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
1,1,0.99719244,"['Discount_Amount', 'Status_Scores', 'Payment_Timeframe']"
1,1,0.95388263,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.00018387432,"['Status_Scores', 'Renewal_Score_At_Release', 'Sustainability_Score']"
0,0,0.0023344362,"['Status_Scores', 'Auto_Renewal_Score', 'Tenure_Years']"
0,0,0.0016678442,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.012378339,"['Tenure_Years', 'Payment_Timeframe', 'Status_Scores']"
0,0,0.029271433,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,0,0.014568449,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
1,1,0.97600096,"['Status_Scores', 'Payment_Timeframe', 'Auto_Renewal_Score']"
0,0,0.0076426226,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.8169275,"['Status_Scores', 'Payment_Timeframe', 'Auto_Renewal_Score']"
0,0,0.0021300754,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.0021462026,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.016463287,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.061380688,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Years']"
0,0,0.010548229,"['Status_Scores', 'Band_Band D', 'Auto_Renewal_Score']"
1,1,0.95336586,"['Discount_Amount', 'Status_Scores', 'Total_Net_Paid']"
1,0,0.50114787,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.017089315,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.017332973,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.006481195,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.24957295,"['Status_Scores', 'Band_Band B', 'Total_Net_Paid']"
0,0,0.005114571,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.01171288,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
0,0,0.005786226,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0014302451,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0042949137,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.029463151,"['Status_Scores', 'Auto_Renewal_Score', 'Sustainability_Score']"
0,0,0.00081294583,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.031499345,"['Status_Scores', 'Band_Band E', 'Total_Net_Paid']"
0,0,0.00051153306,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.04605364,"['Status_Scores', 'Auto_Renewal_Score', 'Tenure_Years']"
0,0,0.0030613597,"['Status_Scores', 'Sustainability_Score', 'Band_Band D']"
0,0,0.0011425377,"['Status_Scores', 'Tenure_Years', 'Band_Band E']"
1,0,0.5331595,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0077277897,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.027063582,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
0,0,0.0036521414,"['Status_Scores', 'Sustainability_Score', 'Band_Band F2']"
0,0,0.0012967866,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.18175274,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0111332415,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.0020971769,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.006389468,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0068650097,"['Status_Scores', 'Band_Band F2', 'Tenure_Years']"
0,0,0.012114434,"['Status_Scores', 'Payment_Timeframe', 'Band_Band D']"
0,0,0.1584536,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.003512995,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0027375252,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.8152615,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.002082408,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.002116099,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
1,0,0.6727706,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,0,0.0013028925,"['Status_Scores', 'Payment_Timeframe', 'Band_Band E']"
0,0,0.007411628,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.00040138979,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.06269701,"['Status_Scores', 'Total_Net_Paid', 'Band_Band E']"
0,0,0.007529044,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.0005284683,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0012035359,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.003420863,"['Status_Scores', 'Auto_Renewal_Score', 'Tenure_Years']"
0,0,0.008223574,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0074908617,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.0060045067,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
1,1,0.97600096,"['Status_Scores', 'Payment_Timeframe', 'Auto_Renewal_Score']"
0,0,0.00066965166,"['Status_Scores', 'Payment_Timeframe', 'Renewal_Score_At_Release']"
0,0,0.0053477157,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
1,1,0.9429836,"['Status_Scores', 'Payment_Timeframe', 'stage_high_risk_flag']"
0,0,0.0013760083,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,0,0.018754931,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.001526436,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0023576657,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
1,1,0.9729859,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.0033212295,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.06320412,"['Status_Scores', 'Auto_Renewal_Score', 'Band_Band B']"
0,0,0.008430793,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
0,0,0.0008529632,"['Status_Scores', 'Auto_Renewal_Score', 'Sustainability_Score']"
0,0,0.009830404,"['Status_Scores', 'Payment_Timeframe', 'Band_Band F']"
0,0,0.010393213,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.043297593,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.032839492,"['Sustainability_Score', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.0016171664,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.037071478,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0060069626,"['Status_Scores', 'Tenure_Years', 'Payment_Timeframe']"
0,0,0.0053035575,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.015312802,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.05279251,"['Status_Scores', 'Tenure_Years', 'Payment_Timeframe']"
0,0,0.0105539495,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0018660459,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.34055197,"['Status_Scores', 'Payment_Timeframe', 'Auto_Renewal_Score']"
0,0,0.026668295,"['Status_Scores', 'Auto_Renewal_Score', 'Sustainability_Score']"
1,1,0.9987313,"['Discount_Amount', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.50099796,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
0,0,0.26087192,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.14732003,"['Status_Scores', 'Total_Net_Paid', 'Band_Band D']"
0,0,0.0058922335,"['Status_Scores', 'Auto_Renewal_Score', 'Current_Anchorings']"
0,0,0.0016279055,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.005008799,"['Status_Scores', 'Band_Band D', 'Auto_Renewal_Score']"
0,0,0.01492125,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.0047453847,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0014935368,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,1,0.9388866,"['Status_Scores', 'Payment_Timeframe', 'Auto_Renewal_Score']"
0,0,0.006913191,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.056233183,"['Status_Scores', 'Auto_Renewal_Score', 'Payment_Timeframe']"
0,0,0.008169865,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.32816333,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.0021903005,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.113763444,"['Status_Scores', 'Discount_Amount', 'Tenure_Years']"
0,0,0.012549015,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.012852188,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.0032052244,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.018928438,"['Status_Scores', 'Auto_Renewal_Score', 'Payment_Timeframe']"
0,0,0.08325397,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
0,0,0.09807289,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.017743386,"['Status_Scores', 'Auto_Renewal_Score', 'Tenure_Years']"
0,0,0.0074058035,"['Status_Scores', 'Auto_Renewal_Score', 'Sustainability_Score']"
0,0,0.02024731,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.009400322,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
1,1,0.9894834,"['Status_Scores', 'Payment_Timeframe', 'Band_Band B']"
0,0,0.0010063895,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,1,0.8517591,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
1,1,0.98697984,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.0061604264,"['Status_Scores', 'Auto_Renewal_Score', 'Payment_Timeframe']"
0,0,0.0035692116,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.77191806,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.004511998,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.022784043,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.26245108,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.017907295,"['Status_Scores', 'Band_Band D', 'Tenure_Years']"
0,0,0.007957706,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.028963948,"['Status_Scores', 'Auto_Renewal_Score', 'Payment_Timeframe']"
0,0,0.017665576,"['Status_Scores', 'Auto_Renewal_Score', 'Sustainability_Score']"
0,0,0.011287936,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.008195666,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.0014215634,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0032578646,"['Status_Scores', 'Sustainability_Score', 'Auto_Renewal_Score']"
0,0,0.018630413,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.0034433145,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Years']"
0,0,0.027147355,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.002893952,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.011292072,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.0059849382,"['Status_Scores', 'Sustainability_Score', 'Band_Band F']"
0,0,0.018391633,"['Status_Scores', 'Total_Net_Paid', 'Auto_Renewal_Score']"
0,0,0.020358551,"['Status_Scores', 'Band_Band D', 'Total_Net_Paid']"
0,0,0.002750532,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.054110266,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.029354984,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Years']"
0,0,0.07512873,"['Status_Scores', 'Auto_Renewal_Score', 'Total_Net_Paid']"
0,0,0.0043325797,"['Status_Scores', 'Auto_Renewal_Score', 'Tenure_Years']"
0,0,0.065016165,"['Status_Scores', 'Tenure_Years', 'Payment_Timeframe']"
0,0,0.80657405,"['Status_Scores', 'Band_Band E', 'Payment_Timeframe']"
