Call_ID,Call_Direction,Co_Ref,Call_Date,Churn_Category,Complaint_Category,Customer_Reaction_Category,Agent_Renewal_Pitch_Category,Customer_Renewal_Response_Category,Agent_Response_Category,Membership_Renewal_Decision,Serious_Complaint,Other_Complaint,Discussion_on_Price_Increase,Renewal_Impact_Due_to_Price_Increase,Discount_or_Waiver_Requested,Call_Reschedule_Request,Agent_Flagged_Membership_Status_Alert,Agent_Renewal_Initiation,Explicit_Competitor_Mention,Explicit_Switching_Intent,Mentioned_Competitors,Price_Switching_Mentioned,Competitor_Value_Comparison,Competitor_Benefits_Mentioned,Topic_Introduced_By,Percentage_Price_Increase_Mentioned,Monetary_Price_Increase_Mentioned,Price_Range_Mentioned,Customer_Asked_For_Justification,Customer_Response,Desire_To_Cancel,Discount_Offered,Justification_Category,Reason_For_Renewal_Category,Agent_Response_To_Cancel_Category,Argument_That_Convinced_Customer_to_Stay_Category,Analysed_Call,Call_Number,Call_Year,Prospect_Renewal_Date,Prospect_Outcome,Days_Before_Renewal,target,Call_Month,days_bucket
682000000000,OUT_BOUND,IO9609,2025-09-08,Switch / Change / Alternate Provider,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,,,,,1.0,7,2025,2025-10-11,Churned,33.0,1,9,29-35d
538000000000,OUT_BOUND,IP1245,2024-09-10,,,,Accreditation and Certification,Payments and Billings / Invoice,Account information,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Not Discussed,No,,,,,1.0,4,2024,2024-10-09,Won,29.0,0,9,29-35d
538000000000,OUT_BOUND,IP1245,2024-09-10,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,4,2024,2024-10-09,Won,29.0,0,9,29-35d
682000000000,IN_BOUND,IP1245,2025-09-10,,Process and Auto-Renewal Issues,,Payment and Billings / Invoice,Confusion / Uncertainty / Hesitation,Payment,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,7,2025,2025-10-09,Won,29.0,0,9,29-35d
682000000000,OUT_BOUND,IP1245,2025-09-10,,,,Accreditation and Certification,Agreement,Customer Communication,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Agent,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,7,2025,2025-10-09,Won,29.0,0,9,29-35d
682000000000,OUT_BOUND,IP1245,2025-09-10,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,7,2025,2025-10-09,Won,29.0,0,9,29-35d
596000000000,OUT_BOUND,IP2027,2025-02-19,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,,,,,1.0,1,2025,2025-04-03,Won,43.0,0,2,36-45d
510000000000,OUT_BOUND,IP6296,2024-06-25,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,1,2024,2024-08-07,Won,43.0,0,6,36-45d
677000000000,OUT_BOUND,IP6296,2025-06-25,,,,Expiration / Due,Agreement,Account information,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,2,2025,2025-08-07,Won,43.0,0,6,36-45d
678000000000,OUT_BOUND,IP6296,2025-07-08,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,3,2025,2025-08-07,Won,30.0,0,7,29-35d
513000000000,OUT_BOUND,IP8350,2024-08-09,,Customer Service,,Payment and Billings / Invoice,Communication,Customer Communication,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,,,,,1.0,4,2024,2024-09-05,Won,27.0,0,8,22-28d
513000000000,OUT_BOUND,IP8350,2024-08-16,,Billings and Invoices,,Expiration / Due,Communication,Customer Communication,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Not Discussed,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,,,,,1.0,5,2024,2024-09-05,Won,20.0,0,8,14-21d
510000000000,OUT_BOUND,IP8925,2024-06-25,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,2,2024,2024-08-07,Won,43.0,0,6,36-45d
677000000000,OUT_BOUND,IP8925,2025-06-25,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,3,2025,2025-08-07,Won,43.0,0,6,36-45d
678000000000,OUT_BOUND,IP8925,2025-07-08,,,,Expiration / Due,Accreditation and Certification,Payment,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,5,2025,2025-08-07,Won,30.0,0,7,29-35d
678000000000,IN_BOUND,IP8925,2025-07-08,,,Not Mentioned,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,5,2025,2025-08-07,Won,30.0,0,7,29-35d
651000000000,OUT_BOUND,IP9598,2025-05-23,,,,Expiration / Due,Communication,Account information,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Not Discussed,No,,,,,1.0,14,2025,2025-06-06,Won,14.0,0,5,14-21d
651000000000,IN_BOUND,IP9598,2025-05-23,,,,Insurance,Accreditation and Certification,Confirmation / Acceptance / Agreement,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,14,2025,2025-06-06,Won,14.0,0,5,14-21d
677000000000,OUT_BOUND,IP9642,2025-06-26,Unnecessary / Not needed,,,Annual,Confusion / Uncertainty / Hesitation,Accreditation and Certification,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Not Discussed,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,,,,,1.0,3,2025,2025-08-07,Won,42.0,0,6,36-45d
677000000000,OUT_BOUND,IP9642,2025-06-26,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,3,2025,2025-08-07,Won,42.0,0,6,36-45d
678000000000,OUT_BOUND,IP9642,2025-07-07,,Process and Auto-Renewal Issues,,Discussion / Introduction / Inquiry,Benefits,Payment,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,Other (misidentified),,,1.0,4,2025,2025-08-07,Won,31.0,0,7,29-35d
513000000000,OUT_BOUND,IQ0598,2024-08-07,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,12,2024,2024-09-07,Won,31.0,0,8,29-35d
626000000000,OUT_BOUND,IQ2345,2025-05-19,Cost / Price / Too expensive,,,Cancellation / Termination / Non-Renewal / Closure,Quality / Value / Satisfaction of service,Cancellation / Termination / Closure,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,6,2025,2025-07-03,Churned,45.0,1,5,36-45d
511000000000,OUT_BOUND,IQ3227,2024-07-08,,,,,,,Unknown,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Agent,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,1,2024,2024-08-07,Won,30.0,0,7,29-35d
677000000000,OUT_BOUND,IQ3227,2025-06-25,,,,Expiration / Due,Agreement,Customer Communication,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,2,2025,2025-08-07,Won,43.0,0,6,36-45d
513000000000,OUT_BOUND,IQ9919,2024-08-08,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,6,2024,2024-09-07,Won,30.0,0,8,29-35d
513000000000,IN_BOUND,IQ9919,2024-08-12,,Payment Issues,,Annual,Payments and Billings / Invoice,Customer Communication,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,,,,,1.0,8,2024,2024-09-07,Won,26.0,0,8,22-28d
513000000000,OUT_BOUND,IQ9919,2024-08-12,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,8,2024,2024-09-07,Won,26.0,0,8,22-28d
513000000000,OUT_BOUND,IQ9919,2024-08-14,,,,,,,No,No,No,Unknown,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Not Discussed,No,,,,,1.0,9,2024,2024-09-07,Won,24.0,0,8,22-28d
507000000000,OUT_BOUND,IR2548,2024-04-25,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,1,2024,2024-05-09,Won,14.0,0,4,14-21d
683000000000,OUT_BOUND,IR4130,2025-09-15,,,,Expiration / Due,Confusion / Uncertainty / Hesitation,Auto / Automatic,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,1,2025,2025-10-10,Won,25.0,0,9,22-28d
591000000000,OUT_BOUND,IR7158,2024-11-21,,,,Assessment,Confusion / Uncertainty / Hesitation,Payment,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,2,2024,2024-12-12,Won,21.0,0,11,14-21d
592000000000,IN_BOUND,IR7594,2024-12-05,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,1,2024,2025-01-01,Won,27.0,0,12,22-28d
689000000000,OUT_BOUND,IR7594,2025-12-05,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,2,2025,2026-01-01,Won,27.0,0,12,22-28d
685000000000,IN_BOUND,IR7759,2025-10-17,,Portal and Technical Issues,,,,,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Not Discussed,No,,,,,1.0,3,2025,2025-11-07,Won,21.0,0,10,14-21d
565000000000,OUT_BOUND,IR9786,2024-10-17,,,,Accreditation and Certification,Payments and Billings / Invoice,Accreditation and Certification,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,1,2024,2024-11-11,Won,25.0,0,10,22-28d
592000000000,OUT_BOUND,IS0914,2024-12-02,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Not Discussed,Renewed,No,,,,,1.0,6,2024,2025-01-12,Won,41.0,0,12,36-45d
592000000000,OUT_BOUND,IS0914,2024-12-02,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,6,2024,2025-01-12,Won,41.0,0,12,36-45d
592000000000,OUT_BOUND,IS0914,2024-12-03,,,,Accreditation and Certification,Agreement,Customer Communication,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,9,2024,2025-01-12,Won,40.0,0,12,36-45d
592000000000,IN_BOUND,IS0914,2024-12-03,,,Agreement / Acceptance / Acknowledgement,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Agent,No,No,Not Discussed,No,Neutral,Renewed,No,,Value of product,,,1.0,9,2024,2025-01-12,Won,40.0,0,12,36-45d
592000000000,OUT_BOUND,IS0914,2024-12-03,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,9,2024,2025-01-12,Won,40.0,0,12,36-45d
651000000000,OUT_BOUND,IS2570,2025-05-27,Cost / Price / Too expensive,Price Increase / Rise and Value,Dissatisfaction / Concern / Complaint / Frustration,Payment and Billings / Invoice,Price and Cost,Discount and Offer,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Agent,No,No,Not Discussed,No,Negative,Desired to Cancel,Yes,Incentive offered,,Adjusted account or package,,1.0,2,2025,2025-07-06,Churned,40.0,1,5,36-45d
539000000000,OUT_BOUND,IS2890,2024-09-25,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,8,2024,2024-11-09,Churned,45.0,1,9,36-45d
594000000000,OUT_BOUND,IS5345,2025-01-06,,,Agreement / Acceptance / Acknowledgement,Discussion / Introduction / Inquiry,Not Mentioned,Auto / Automatic,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,Agent,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,1,2025,2025-02-02,Won,27.0,0,1,22-28d
692000000000,OUT_BOUND,IS5345,2026-01-07,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,2,2026,2026-02-02,Won,26.0,0,1,22-28d
682000000000,OUT_BOUND,IT0526,2025-09-10,,,,Expiration / Due,Not Mentioned,Not Mentioned,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Not Discussed,No,No,Not Discussed,No,Not Discussed,Renewed,No,,,,,1.0,1,2025,2025-10-09,Won,29.0,0,9,29-35d
682000000000,IN_BOUND,IT0526,2025-09-11,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,2,2025,2025-10-09,Won,28.0,0,9,22-28d
594000000000,OUT_BOUND,IT8125,2025-01-07,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,1,2025,2025-02-02,Won,26.0,0,1,22-28d
685000000000,OUT_BOUND,IU0733,2025-10-16,,,Agreement / Acceptance / Acknowledgement,Cancellation / Termination / Non-Renewal / Closure,Agreement,Accreditation and Certification,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Agent,No,No,£739 to £639,No,Neutral,Renewed,No,Incentive offered,Incentive / support offered,,,1.0,2,2025,2025-11-10,Won,25.0,0,10,22-28d
594000000000,OUT_BOUND,IU2897,2025-01-15,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,1,2025,2025-02-02,Won,18.0,0,1,14-21d
596000000000,OUT_BOUND,IU8832,2025-02-14,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,1,2025,2025-03-03,Won,17.0,0,2,14-21d
685000000000,IN_BOUND,IV0862,2025-10-10,,Price Increase / Rise and Value,Dissatisfaction / Concern / Complaint / Frustration,Payment and Billings / Invoice,Discount and Offer,Price and Cost,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Customer,No,No,Not Discussed,Yes,Negative,Renewed,No,Discount removal / VAT inclusion,Value of product,,,1.0,7,2025,2025-11-06,Won,27.0,0,10,22-28d
505000000000,OUT_BOUND,IV7987,2024-04-05,Others,,,Annual,Discount and Offer,Cancellation / Termination / Closure,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Desired to Cancel,Yes,,Discounts / incentives,Cancellation / Termination,,1.0,1,2024,2024-05-03,Churned,28.0,1,4,22-28d
513000000000,OUT_BOUND,IV8808,2024-08-13,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,1,2024,2024-09-09,Won,27.0,0,8,22-28d
508000000000,IN_BOUND,IV9304,2024-05-10,Cost / Price / Too expensive,Price Increase / Rise and Value,Financial Hardship / Struggle,Discussion / Introduction / Inquiry,Accreditation and Certification,Discount and Offer,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Unknown,Customer,No,Yes,£300 to £700,Yes,Negative,Desired to Cancel,Yes,Not Mentioned,,Offers / Incentives,,1.0,3,2024,2024-06-06,Churned,27.0,1,5,22-28d
508000000000,OUT_BOUND,IV9304,2024-05-10,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,3,2024,2024-06-06,Churned,27.0,1,5,22-28d
597000000000,OUT_BOUND,IW0375,2025-02-26,,,,Annual,Agreement,Confirmation / Acceptance / Agreement,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,1,2025,2025-04-03,Won,36.0,0,2,36-45d
597000000000,OUT_BOUND,IW0375,2025-03-05,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,,,,,1.0,3,2025,2025-04-03,Won,29.0,0,3,29-35d
597000000000,OUT_BOUND,IW0375,2025-03-05,,,,,,,No,Unknown,Unknown,No,No,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,,,,,1.0,3,2025,2025-04-03,Won,29.0,0,3,29-35d
688000000000,OUT_BOUND,IW4305,2025-11-21,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,1,2025,2026-01-02,Won,42.0,0,11,36-45d
688000000000,OUT_BOUND,IW4305,2025-11-25,Unnecessary / Not needed,Process and Auto-Renewal Issues,Clarification / Justification / Inquiry,Expiration / Due,Cancellation / Termination / Non-Renewal / Withdrawal,Customer Communication,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Customer,No,No,Not Discussed,No,Negative,Desired to Cancel,No,,,,,1.0,2,2025,2026-01-02,Won,38.0,0,11,36-45d
591000000000,OUT_BOUND,IX4446,2024-11-15,,,,Auto / Automatic,Auto / Automatic,Auto / Automatic,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,2,2024,2024-12-12,Won,27.0,0,11,22-28d
626000000000,OUT_BOUND,IX6664,2025-05-13,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,1,2025,2025-06-06,Won,24.0,0,5,22-28d
651000000000,OUT_BOUND,IY3758,2025-05-23,,,,Auto / Automatic,Confusion / Uncertainty / Hesitation,Auto / Automatic,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Agent,No,No,Not Discussed,No,Neutral,Renewed,No,,,,,1.0,5,2025,2025-07-06,Won,44.0,0,5,36-45d
651000000000,OUT_BOUND,IY3758,2025-06-05,,,Agreement / Acceptance / Acknowledgement,Auto / Automatic,Auto / Automatic,Auto / Automatic,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Agent,No,No,Not Discussed,No,Neutral,Renewed,No,,Value of product,,,1.0,6,2025,2025-07-06,Won,31.0,0,6,29-35d
592000000000,OUT_BOUND,IY9599,2024-12-02,,,Not Mentioned,Expiration / Due,Payments and Billings / Invoice,Payment,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Agent,No,No,Not Discussed,No,Neutral,Renewed,No,,Payment convenience,,,1.0,3,2024,2025-01-12,Won,41.0,0,12,36-45d
592000000000,OUT_BOUND,IY9599,2024-12-05,,Payment Issues,,,,,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,,,,,1.0,4,2024,2025-01-12,Won,38.0,0,12,36-45d
508000000000,OUT_BOUND,IZ1875,2024-05-10,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,1,2024,2024-06-06,Won,27.0,0,5,22-28d
508000000000,IN_BOUND,IZ1875,2024-05-13,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,2,2024,2024-06-06,Won,24.0,0,5,22-28d
651000000000,OUT_BOUND,IZ1875,2025-05-23,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,10,2025,2025-06-06,Churned,14.0,1,5,14-21d
681000000000,OUT_BOUND,IZ4074,2025-08-20,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,4,2025,2025-09-06,Churned,17.0,1,8,14-21d
681000000000,OUT_BOUND,IZ4074,2025-08-21,Accreditation / Certification,,Not Mentioned,,Cancellation / Termination / Non-Renewal / Withdrawal,Confirmation / Acceptance / Agreement,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,,,,,1.0,5,2025,2025-09-06,Churned,16.0,1,8,14-21d
594000000000,OUT_BOUND,IZ5720,2025-01-06,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,1,2025,2025-02-02,Won,27.0,0,1,22-28d
624000000000,OUT_BOUND,IZ8191,2025-04-08,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,5,2025,2025-05-05,Won,27.0,0,4,22-28d
594000000000,IN_BOUND,IZ8482,2025-01-10,Accreditation / Certification,,,Expiration / Due,Cancellation / Termination / Non-Renewal / Withdrawal,Customer Retention,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Not Discussed,No,No,Not Discussed,No,Neutral,Desired to Cancel,Yes,,,Adjusted account or package,,1.0,1,2025,2025-02-03,Churned,24.0,1,1,22-28d
625000000000,OUT_BOUND,IZ8503,2025-05-02,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,2,2025,2025-06-05,Won,34.0,0,5,29-35d
682000000000,OUT_BOUND,IZ9157,2025-09-10,,Account Information,,Auto / Automatic,Confusion / Uncertainty / Hesitation,Accreditation and Certification,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Not Discussed,No,No,Not Discussed,No,Not Discussed,Renewed,No,,Payment terms / renewal conditions,,,1.0,1,2025,2025-10-10,Won,30.0,0,9,29-35d
565000000000,IN_BOUND,JA3113,2024-10-18,,Accreditation and Certification,,,,,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Not Discussed,No,No,Not Discussed,No,Neutral,Not Discussed,No,,,,,1.0,2,2024,2024-11-10,Won,23.0,0,10,22-28d
